,day,date,nb_authors,place,room,ref,section,session,pres,invited,lentitle,year
234,Thursday,17 December 2015,3.0,Moscone West,3011,0.0,Hydrology,Water Resources Management and Policy in a Changing World,Oral,0.0,3.0,2015
235,Monday,14 December 2015,8.0,Moscone West,2010,0.0,Biogeosciences,Terrestrial Biome Fluxes and Biogeochemical Impacts of Forest Disturbances,Poster,1.0,14.0,2015
236,Friday,18 December 2015,1.0,Moscone South,303,0.0,Study of Earth's Deep Interior,Melt and Liquids in Earth and Planetary Interiors,Oral,0.0,10.0,2015
237,Wednesday,16 December 2015,4.0,Moscone South,305,0.0,Natural Hazards,Seismology without Seismometers,Oral,1.0,8.0,2015
238,Thursday,17 December 2015,4.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Scientific Aspects of Space Weather Forecasting,Oral,1.0,12.0,2015
239,Monday,14 December 2015,3.0,Moscone West,2002,0.0,Geodesy,Scientific Exploration of the Earth with Multimodal Remote Sensing,Oral,1.0,11.0,2015
240,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology",Generation and Evolution of the Oceanic Lithosphere,Poster,0.0,16.0,2015
241,Tuesday,15 December 2015,10.0,Moscone South,102,0.0,"Volcanology, Geochemistry and Petrology",Glacial Cycles and Volcanism on Land and Undersea,Oral,1.0,14.0,2015
242,Monday,14 December 2015,1.0,Moscone West,3024,0.0,Hydrology,Assessing Water Footprint and the Impact of Water Quality on Water Availability,Oral,1.0,14.0,2015
243,Tuesday,15 December 2015,3.0,Moscone West,2008,0.0,Biogeosciences,Microbial Controls of Biogeochemical Cycling,Poster,0.0,14.0,2015
244,Thursday,17 December 2015,4.0,Moscone South,Poster Hall,0.0,Seismology,Progress in Ambient Seismic Field Studies Driven by Complete Wavefields Initiatives,Poster,0.0,12.0,2015
245,Tuesday,15 December 2015,1.0,Moscone South,307,0.0,Seismology,Progress in Ambient Seismic Field Studies Driven by Complete Wavefields Initiatives,Oral,1.0,21.0,2015
246,Monday,14 December 2015,3.0,Moscone South,307,0.0,Seismology,Seismic Modeling and Inversion,Oral,1.0,14.0,2015
247,Wednesday,16 December 2015,5.0,Moscone West,3020,0.0,Hydrology,Advances in Understanding Land-Atmosphere Interactions,Oral,1.0,12.0,2015
248,Thursday,17 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Persistent Problems in Multiphase Flow and Transport in Porous Media,Poster,0.0,14.0,2015
249,Monday,14 December 2015,1.0,Moscone South,Poster Hall,0.0,Natural Hazards,New Ideas and Best Practices in Climate Change Adaptation and Hydrological Hazard Risk Mitigation and Disaster Response and Recovery,Poster,1.0,8.0,2015
250,Friday,18 December 2015,3.0,Moscone South,304,0.0,Tectonophysics,Active Tectonics of the Southern San Andreas Transform Plate Boundary System in Southern California and Northern Mexico,Oral,1.0,6.0,2015
251,Tuesday,15 December 2015,7.0,Moscone South,Poster Hall,0.0,Cryosphere,Processes and Properties of Arctic and Antarctic Sea Ice and Its Snow Cover,Poster,0.0,19.0,2015
253,Tuesday,15 December 2015,7.0,Moscone West,2016,0.0,SPA-Aeronomy,Geospace Disturbances during Recent Solar Storms,Oral,1.0,16.0,2015
254,Tuesday,15 December 2015,2.0,Moscone West,2007,0.0,Planetary Sciences,Earth Analogues as Case Studies for Martian Geological Materials and Processes,Oral,0.0,8.0,2015
255,Wednesday,16 December 2015,7.0,Moscone South,Poster Hall,0.0,"Volcanology, Geochemistry and Petrology","How and When Do Volcanic Eruptions Start and Stop, and What Controls the Tempo of Everything in Between",Poster,0.0,14.0,2015
256,Tuesday,15 December 2015,1.0,Moscone West,3002,0.0,Union,FRONTIERS IN GEOSYSTEMS,Oral,1.0,10.0,2015
257,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,Seasonally Dry Tropical Forests,Poster,0.0,10.0,2015
258,Thursday,17 December 2015,7.0,Moscone West,2002,0.0,Geodesy,GNSS Remote Sensing of the Earth System,Oral,1.0,27.0,2015
259,Monday,14 December 2015,2.0,Moscone South,102,0.0,Union,Reticent Researchers! Are We Failing Humanity?,Oral,1.0,8.0,2015
260,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Research Results from the Multiseason, Multiyear Western U.S. NASA Remote Measurement Science Campaign",Poster,0.0,12.0,2015
262,Friday,18 December 2015,4.0,Moscone West,3022,0.0,Hydrology,Hydrologic Data Assimilation,Oral,0.0,15.0,2015
263,Wednesday,16 December 2015,3.0,Moscone South,Poster Hall,0.0,Biogeosciences,Analytical and Experimental Innovations in Geobiology,Poster,0.0,9.0,2015
264,Wednesday,16 December 2015,1.0,Moscone West,3003,0.0,Global Environmental Change,Climate Change Solutions,Oral,1.0,15.0,2015
265,Tuesday,15 December 2015,3.0,Moscone West,3003,0.0,Global Environmental Change,The Third Pole Environment (TPE) under Global Changes,Oral,0.0,21.0,2015
267,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Ocean Sciences,Fluid Migration and Gas Hydrate Systems in Continental Margins,Poster,0.0,21.0,2015
268,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Hydrology,Interacting Physical and Ecological Processes across Terrestrial and Aquatic Systems,Poster,0.0,12.0,2015
270,Wednesday,16 December 2015,3.0,Moscone South,307,0.0,Natural Hazards,Interdisciplinary Study of Pre-earthquake Processes,Oral,0.0,7.0,2015
271,Friday,18 December 2015,5.0,Moscone South,306,0.0,Tectonophysics,Crustal and Mantle Deformation and Metamorphism,Oral,1.0,12.0,2015
274,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Madden-Julian Oscillation,Poster,0.0,18.0,2015
275,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,Hydrology,Remote Sensing Applications for Water Resources Management,Poster,0.0,16.0,2015
276,Monday,14 December 2015,7.0,Moscone West,2007,0.0,SPA-Solar and Heliospheric Physics,The Physics of Small-Scale Magnetic Flux Ropes throughout the Heliosphere,Oral,1.0,16.0,2015
279,Wednesday,16 December 2015,1.0,Moscone West,3002,0.0,Atmospheric Sciences,Atmospheric Sciences New Fellows Lectures,Oral,0.0,8.0,2015
280,Friday,18 December 2015,5.0,Moscone West,2016,0.0,SPA-Aeronomy,Composition and Temperature of the Thermosphere,Poster,1.0,14.0,2015
281,Wednesday,16 December 2015,1.0,Moscone South,304,0.0,Tectonophysics,Building the Andes,Oral,0.0,18.0,2015
282,Friday,18 December 2015,8.0,Moscone South,Poster Hall,0.0,Seismology,Quantifying Volcanic Processes Using Seismic and Acoustic Wavefields,Poster,0.0,19.0,2015
284,Wednesday,16 December 2015,1.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Remote Sensing of the Magnetospheric Processes from Auroral Observations,Oral,1.0,7.0,2015
286,Monday,14 December 2015,2.0,Moscone South,104,0.0,Natural Hazards,"Characterization of Asteroids, Risk Assessment, and Planetary Defense",Oral,1.0,17.0,2015
290,Thursday,17 December 2015,3.0,Moscone West,2003,0.0,Earth and Planetary Surface Processes,"Aeolian Research at the Interface of Biophysical, Sedimentary, and Atmospheric Processes",Poster,1.0,13.0,2015
292,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Biogeosciences,Biochar Research,Poster,0.0,16.0,2015
293,Tuesday,15 December 2015,3.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Hydroclimate and Atmospheric Circulation Patterns on Multidecadal to Millennial Timescales,Poster,0.0,13.0,2015
294,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Hydrology,"Advances in Watershed Modeling of Hydrology, Sediment, and Nutrients",Poster,0.0,11.0,2015
295,Friday,18 December 2015,3.0,Moscone South,Poster Hall,0.0,Tectonophysics,Scientific Advances from Subduction Zone Observatories,Poster,0.0,11.0,2015
297,Thursday,17 December 2015,1.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,"Advances in Environmental Magnetism, Bio-Geomagnetism, and High-Resolution Paleomagnetism Studies",Oral,1.0,11.0,2015
298,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Biogeosciences,Bridging Microbial Ecology to Geochemistry,Poster,0.0,11.0,2015
299,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,The Role of Coulomb Collisions in Space Plasmas,Poster,1.0,14.0,2015
300,Wednesday,16 December 2015,1.0,Moscone South,103,0.0,Public Affairs,Breaking through the Noise,Oral,0.0,5.0,2015
301,Thursday,17 December 2015,2.0,Moscone West,3005,0.0,Cryosphere,Quantifying Spatial and Temporal Variability of Snow and Snow Processes,Poster,0.0,4.0,2015
302,Monday,14 December 2015,2.0,Moscone South,Poster Hall,0.0,Global Environmental Change,"Livestock, Land Use, and the Environment",Poster,0.0,10.0,2015
303,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Tectonophysics,Building the Andes,Poster,0.0,21.0,2015
305,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Biogeosciences,Integrating In Situ and Remote Sensing Observations of the Terrestrial Biosphere to Provide Insights into Earth System Function,Poster,0.0,16.0,2015
306,Tuesday,15 December 2015,5.0,Moscone West,3009,0.0,Ocean Sciences,Fluid Migration and Gas Hydrate Systems in Continental Margins,Poster,0.0,14.0,2015
307,Monday,14 December 2015,1.0,Moscone West,3003,0.0,Global Environmental Change,Dating the Anthropocene,Oral,0.0,9.0,2015
309,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Paleoceanography and Paleoclimatology General Contributions,Poster,0.0,16.0,2015
310,Monday,14 December 2015,2.0,Moscone West,3007,0.0,Cryosphere,Advances in Our Understanding of Processes at the Beds of Glaciers and Ice Sheets,Oral,1.0,11.0,2015
316,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Geodesy,"Plate Motion, Continental Deformation, and Interseismic Strain Accumulation",Poster,0.0,14.0,2015
317,Monday,14 December 2015,6.0,Moscone South,Poster Hall,0.0,SPA-Solar and Heliospheric Physics,Geospace Coupling,Poster,1.0,15.0,2015
318,Friday,18 December 2015,5.0,Moscone South,Poster Hall,0.0,SPA-Aeronomy,Exploring Geospace,Poster,0.0,9.0,2015
321,Monday,14 December 2015,1.0,Moscone West,3014,0.0,SPA-Magnetospheric Physics,Fifty Years of Space Weather Forecasting,Poster,1.0,10.0,2015
322,Tuesday,15 December 2015,1.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Flare/CME Coupling from the Corona to the Deep Solar Interior,Oral,1.0,13.0,2015
323,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Precipitation over Mountainous Terrain,Poster,0.0,11.0,2015
326,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Biogeosciences,Seasonally Dry Tropical Forests,Poster,0.0,14.0,2015
327,Tuesday,15 December 2015,1.0,Moscone South,104,0.0,Natural Hazards,Developing and Implementing a Science Communication Strategy for a Disaster (Half Session),Oral,1.0,16.0,2015
328,Wednesday,16 December 2015,5.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Field-Aligned Currents,Poster,1.0,18.0,2015
330,Friday,18 December 2015,4.0,Moscone West,3024,0.0,Near Surface Geophysics,Geophysical Methods for Groundwater Evaluation and Management,Oral,1.0,15.0,2015
332,Thursday,17 December 2015,15.0,Moscone West,3010,0.0,Atmospheric Sciences,Process-Oriented Evaluation of Climate Model Physics Using Observations and High-Resolution Models,Oral,1.0,11.0,2015
333,Monday,14 December 2015,5.0,Moscone West,3011,0.0,Hydrology,Food Security in the Water-Food-Energy Nexus,Poster,1.0,15.0,2015
334,Tuesday,15 December 2015,4.0,Moscone West,3004,0.0,Atmospheric Sciences,"Long-Range Transport of Dust and Pollution in the Past, Present, and Future",Oral,0.0,8.0,2015
335,Friday,18 December 2015,1.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Ionospheric Outflow from Earth and Other Terrestrial Planets and Its Importance as a Source of Plasma for Magnetospheres,Oral,1.0,11.0,2015
336,Friday,18 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,"Toward Understanding the Three-Dimensional Distribution of Gases, Aerosols, and Clouds via Synergistic Use of Models and Satellite, Aircraft, and Ground-Based Observations",Poster,0.0,12.0,2015
338,Monday,14 December 2015,7.0,Moscone South,Poster Hall,0.0,Mineral and Rock Physics,Advanced Experimental and Analytical Techniques for Mineralogy and Mineral Physics,Poster,0.0,25.0,2015
339,Friday,18 December 2015,2.0,Moscone West,3004,0.0,Atmospheric Sciences,Convection across Scales,Oral,1.0,16.0,2015
340,Thursday,17 December 2015,5.0,Moscone South,Poster Hall,0.0,Near Surface Geophysics,Near Surface Geophysics General Contributions,Poster,0.0,9.0,2015
342,Friday,18 December 2015,4.0,Moscone South,308,0.0,"Volcanology, Geochemistry and Petrology",Transport of Volatiles from Mantle to Surface,Poster,0.0,8.0,2015
343,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Natural Hazards,Natural Hazards Research and Mitigation,Poster,0.0,20.0,2015
344,Monday,14 December 2015,10.0,Moscone South,Poster Hall,0.0,Cryosphere,Deep and Dark,Poster,0.0,10.0,2015
345,Monday,14 December 2015,5.0,Moscone South,Poster Hall,0.0,Study of Earth's Deep Interior,Geochemical and Geophysical Links between Subduction Zone Dynamics and Arc Systems,Poster,0.0,8.0,2015
346,Wednesday,16 December 2015,3.0,Moscone West,2008,0.0,Biogeosciences,Biogeophysical Impacts of Land Use/Land Cover Change (LULCC) and Vegetation Disturbance from Micro- to Global Scales,Oral,0.0,11.0,2015
347,Wednesday,16 December 2015,5.0,Moscone South,Poster Hall,0.0,Natural Hazards,Characterizing Wildfires at Regional and Local Scales,Poster,1.0,6.0,2015
348,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Earth and Planetary Surface Processes,Coastal Geomorphology and Morphodynamics,Poster,0.0,12.0,2015
349,Wednesday,16 December 2015,2.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Remote Sensing of the Magnetospheric Processes from Auroral Observations,Oral,1.0,12.0,2015
351,Wednesday,16 December 2015,5.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Solar Spectral Irradiance,Poster,1.0,14.0,2015
354,Monday,14 December 2015,2.0,Moscone South,304,0.0,Tectonophysics,Subduction across Scales,Oral,0.0,16.0,2015
355,Wednesday,16 December 2015,3.0,Moscone West,2016,0.0,SPA-Magnetospheric Physics,Field-Aligned Currents,Poster,1.0,13.0,2015
356,Tuesday,15 December 2015,1.0,Moscone West,2004,0.0,Biogeosciences,"Constraining Ecosystem Carbon Uptake and Long-Term Storage with Integrated Modeling, Experiment, and Observation",Oral,1.0,13.0,2015
357,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Education,Climate Literacy,Poster,0.0,10.0,2015
358,Tuesday,15 December 2015,14.0,Moscone West,3005,0.0,Atmospheric Sciences,The El Nino-Southern Oscillation Continuum,Poster,1.0,8.0,2015
359,Friday,18 December 2015,4.0,Moscone West,2011,0.0,SPA-Solar and Heliospheric Physics,Measurements at the Boundary of the Heliosphere and Beyond and IMAP Preparations,Oral,1.0,16.0,2015
360,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Field-Aligned Currents,Poster,0.0,10.0,2015
361,Thursday,17 December 2015,3.0,Moscone South,305,0.0,Seismology,Earthquake Source Studies,Oral,0.0,8.0,2015
362,Wednesday,16 December 2015,6.0,Moscone West,3012,0.0,Atmospheric Sciences,"Calibration and Validation of Satellite Microwave, Infrared, and Solar Reflective Observations",Oral,0.0,12.0,2015
363,Thursday,17 December 2015,2.0,Moscone South,102,0.0,Public Affairs,"Climate Adaptation, Mitigation, and Resiliency Toolkits for Cities",Oral,0.0,8.0,2015
364,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Limnogeology and Paleolimnology,Poster,0.0,15.0,2015
365,Wednesday,16 December 2015,1.0,Moscone South,103,0.0,Public Affairs,Breaking through the Noise,Oral,1.0,14.0,2015
366,Monday,14 December 2015,3.0,Moscone South,Poster Hall,0.0,Ocean Sciences,General Oceanography,Poster,0.0,15.0,2015
367,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,SPA-Magnetospheric Physics,Recent Advances in Understanding the Magnetospheric Waves and Their Effects on Energetic Particles,Poster,0.0,10.0,2015
369,Wednesday,16 December 2015,3.0,Moscone South,102,0.0,Union,"The 25 April 2015 M7.8 Gorkha, Nepal, Earthquake Sequence",Poster,0.0,10.0,2015
370,Tuesday,15 December 2015,4.0,Moscone South,Poster Hall,0.0,Public Affairs,Merging Left and Right Brains,Poster,0.0,10.0,2015
371,Tuesday,15 December 2015,2.0,Moscone South,Poster Hall,0.0,Public Affairs,Science and the Sustainable Development Goals,Poster,0.0,4.0,2015
372,Friday,18 December 2015,9.0,Moscone South,300,0.0,Geomagnetism and Paleomagnetism,Fundamental Mineral and Rock Magnetism,Oral,1.0,15.0,2015
373,Tuesday,15 December 2015,4.0,Moscone West,3004,0.0,Atmospheric Sciences,"Long-Range Transport of Dust and Pollution in the Past, Present, and Future",Oral,0.0,10.0,2015
374,Thursday,17 December 2015,5.0,Moscone West,2018,0.0,SPA-Magnetospheric Physics,Plasma Sheet Processes and Magnetotail Origins of Auroral Morphology,Oral,1.0,10.0,2015
375,Thursday,17 December 2015,2.0,Moscone West,3002,0.0,Atmospheric Sciences,Advances in Atmospheric Aerosol and Cloud Characterization,Oral,1.0,10.0,2015
377,Monday,14 December 2015,4.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Quantifying Aviation Impacts on Air Quality and Climate,Poster,0.0,6.0,2015
378,Tuesday,15 December 2015,1.0,Moscone South,Poster Hall,0.0,Public Affairs,"Nature and Humans, Economics and Law, Micromotivators and Macrobehaviors, the Anthropocene and the Technosphere",Poster,0.0,4.0,2015
379,Wednesday,16 December 2015,1.0,Moscone West,3002,0.0,Atmospheric Sciences,"Extratropical and High-Latitude Storms, Teleconnections, Extreme Weather, and the Changing Polar Climate",Poster,1.0,14.0,2015
381,Friday,18 December 2015,1.0,Moscone South,Poster Hall,0.0,Natural Hazards,"Monitoring, Prediction, and Hazard Mitigation of Hydroclimatic Extreme Events",Poster,0.0,8.0,2015
383,Tuesday,15 December 2015,6.0,Moscone South,302,0.0,Tectonophysics,The Mechanism of Tectonic Tremor,Oral,1.0,11.0,2015
385,Thursday,17 December 2015,1.0,Moscone South,Poster Hall,0.0,Atmospheric Sciences,Tropospheric Chemistry-Climate-Biosphere Interactions,Poster,0.0,14.0,2015
386,Tuesday,15 December 2015,5.0,Moscone South,Poster Hall,0.0,Paleoceanography and Paleoclimatology,Interpretations of Stable Carbon Isotope Excursions in the Geologic Record,Poster,0.0,13.0,2015
387,Thursday,17 December 2015,1.0,Moscone South,310,0.0,"Volcanology, Geochemistry and Petrology",Interdisciplinary Perspectives on Continental Crust Evolution,Oral,1.0,14.0,2015
391,Thursday,17 December 2015,3.0,Moscone South,309,0.0,Natural Hazards,"Monitoring, Prediction, and Hazard Mitigation of Hydroclimatic Extreme Events",Oral,0.0,12.0,2015
